"id","type","text"
"559","EVENING_ILOVE","I love music"
"560","EVENING_ILOVE","I love the music of the world"
"561","EVENING_ILOVE","I love the fish in the sea"
"562","EVENING_ILOVE","I love the animals that walk this earth with me"
"563","EVENING_ILOVE","I love the birds in the air"
"564","EVENING_ILOVE","I love the thoughts I think"
"565","EVENING_ILOVE","I love letting go of the past"
"566","EVENING_ILOVE","I love letting go of all I thought I knew that no longer serves me"
"567","EVENING_ILOVE","I love being open to Divine knowledge"
"568","EVENING_ILOVE","I love being open to Divine understanding"
"569","EVENING_ILOVE","I love being the will of the Divine"
"570","EVENING_ILOVE","I love waking up happier and happier every day in every way"
"571","EVENING_ILOVE","I love being in a wealthy state of mind"
"572","EVENING_ILOVE","I love being in a grateful state of mind"
"573","EVENING_ILOVE","I love pleasure"
"574","EVENING_ILOVE","I love being in a peaceful state of mind"
"575","EVENING_ILOVE","I love being relaxed"
"576","EVENING_ILOVE","I love being a Divine story of love"
"577","EVENING_ILOVE","I love being a Divine story of prosperity"
"578","EVENING_ILOVE","I love being a pleasurable experience"
"579","EVENING_ILOVE","I love being the soul of my life"
"580","EVENING_ILOVE","I love being a prayer"
"581","EVENING_ILOVE","I love praying now"
"582","EVENING_ILOVE","I love being a voice for good"
"583","EVENING_ILOVE","I love being the voice of love in my life"
"584","EVENING_ILOVE","I love being the voice of peace in my life"
"585","EVENING_ILOVE","I love being the voice of possibility in my life"
"586","EVENING_ILOVE","I love being the voice of compassion in my life"
"587","EVENING_ILOVE","I love being the voice of reason in my life"
"588","EVENING_ILOVE","I love being the voice of joy in my life"
"589","EVENING_ILOVE","I love being a beautiful singer"
"590","EVENING_ILOVE","I love being the embodiment of praise"
"591","EVENING_ILOVE","I love praising now"
"592","EVENING_ILOVE","I love being the best me"
"593","EVENING_ILOVE","I love my alone time"
"594","EVENING_ILOVE","I love my meditation practice"
"595","EVENING_ILOVE","I love love"
"596","EVENING_ILOVE","I love joy"
"597","EVENING_ILOVE","I love positive vibrations"
"598","EVENING_ILOVE","I love being a positive vibration"
"599","EVENING_ILOVE","I love being respectful and full of respect"
"600","EVENING_ILOVE","I love being a good speaker"
"601","EVENING_ILOVE","I love my sexuality"
"602","EVENING_ILOVE","I love the sexuality of others"
"603","EVENING_ILOVE","I love all the ways the Divine expresses in the world"
"604","EVENING_ILOVE","I love the stars in a night sky"
"605","EVENING_ILOVE","I love the feel of the sun on my skin"
"606","EVENING_ILOVE","I love my skin"
"607","EVENING_ILOVE","I love my chest"
"608","EVENING_ILOVE","I love compliments"
"609","EVENING_ILOVE","I love complimenting others"
"610","EVENING_ILOVE","I love saying yes to money"
"611","EVENING_ILOVE","I love saying yes to new things"
"612","EVENING_ILOVE","I love attracting what is right for me"
"613","EVENING_ILOVE","I love attracting what is good for me"
"614","EVENING_ILOVE","I love attracting what is safe for me"
"615","EVENING_ILOVE","I love being a safe space"
"616","EVENING_ILOVE","I love being a peaceful space"
"617","EVENING_ILOVE","I love being a channel of Divine generosity"
"618","EVENING_ILOVE","I love being a channel of Divine I Am"
"619","EVENING_ILOVE","I love being a channel of Divine music"
"620","EVENING_ILOVE","I love being a channel of Divine creativity"
"621","EVENING_ILOVE","I love being a channel of Divine love"
"622","EVENING_ILOVE","I love being the light of my life"
"623","EVENING_ILOVE","I love being a child of a loving God"
"624","EVENING_ILOVE","I love bliss"
"625","EVENING_ILOVE","I love being enlightenment given form"
"626","EVENING_ILOVE","I love being a peaceful journey through time"
"627","EVENING_ILOVE","I love being big enough"
"628","EVENING_ILOVE","I love being strong enough"
"629","EVENING_ILOVE","I love being tough enough"
"630","EVENING_ILOVE","I love being better today than I was yesterday"
"631","EVENING_ILOVE","I love feeling at home wherever I am"
"632","EVENING_ILOVE","I love being comfortable"
"633","EVENING_ILOVE","I love being a comfortable experience"
"634","EVENING_ILOVE","I love being free of the need to be free"
"635","EVENING_ILOVE","I love being forgiven"
"636","EVENING_ILOVE","I love how I feel when I forgive"
"637","EVENING_ILOVE","I love how I feel when I share"
"638","EVENING_ILOVE","I love how I feel when I do what is right and good for me"
"639","EVENING_ILOVE","I love how I feel when I do what is right and good for others"
"640","EVENING_ILOVE","I love how I feel when I stay true to who I am"
"641","EVENING_ILOVE","I love how I feel when I speak my truth"
"642","EVENING_ILOVE","I love how I feel when I listen to the voice of the Divine within me"
"643","EVENING_ILOVE","I love how I feel when I feel"
"644","EVENING_ILOVE","I love being enlightened"
"645","EVENING_ILOVE","I love being sometimes simple and sometimes complex"
"646","EVENING_ILOVE","I love being on purpose"
"647","EVENING_ILOVE","I love being my greatest purpose"
"648","EVENING_ILOVE","I love being the one I have been waiting for"
"649","EVENING_ILOVE","I love being my best friend"
"650","EVENING_ILOVE","I love being alive"
"651","EVENING_ILOVE","I love life in all its forms"
"652","EVENING_ILOVE","I love being good company"
"653","EVENING_ILOVE","I love how I feel when I say no"
"654","EVENING_ILOVE","I love being in love all the time"
"655","EVENING_ILOVE","I love how I feel when I cook myself a nice dinner"
"656","EVENING_ILOVE","I love how I feel when I cook dinner for someone else"
"657","EVENING_ILOVE","I love how prosperous I feel in my skin right now"
"658","EVENING_ILOVE","I love being an expression of enlightenment"
"659","EVENING_ILOVE","I love my voice"
"660","EVENING_ILOVE","I love being a spontaneous burst of playful joy"
"661","EVENING_ILOVE","I love the child within me"
"662","EVENING_ILOVE","I love the parent in me"
"663","EVENING_ILOVE","I love the adult in me"
"664","EVENING_ILOVE","I love luxury"
"665","EVENING_ILOVE","I love beautiful things"
"666","EVENING_ILOVE","I love being the master of my destiny"
"667","EVENING_ILOVE","I love being the captain of my fate"
"668","EVENING_ILOVE","I love the Divine in me"
"669","EVENING_ILOVE","I love being an expression of Divine Substance in big and small ways"
"670","EVENING_ILOVE","I love focusing on the good, the beautiful, and the true"
"671","EVENING_ILOVE","I love my heart"
"672","EVENING_ILOVE","I love putting gratitude into action"
"673","EVENING_ILOVE","I love being love personified"
"674","EVENING_ILOVE","I love being the heart of my life"
"675","EVENING_ILOVE","I love being the heart of consciousness"
"676","EVENING_ILOVE","I love being somebody"
"677","EVENING_ILOVE","I love being somebody’s child"
"678","EVENING_ILOVE","I love being somebody’s friend"
"679","EVENING_ILOVE","I love being somebody’s partner"
"680","EVENING_ILOVE","I love being somebody’s lover"
"681","EVENING_ILOVE","I love being uniquely me"
"682","EVENING_ILOVE","I love being a rainbow of love"
"683","EVENING_ILOVE","I love being a rainbow of peace"
"684","EVENING_ILOVE","I love being a rainbow of joy"
"685","EVENING_ILOVE","I love accomplishing my goals"
"686","EVENING_ILOVE","I love free will"
"687","EVENING_ILOVE","I love being infinite"
"688","EVENING_ILOVE","I love being smart"
"689","EVENING_ILOVE","I love being intelligent"
"690","EVENING_ILOVE","I love being inspired"
"691","EVENING_ILOVE","I love being inspiring"
"692","EVENING_ILOVE","I love being anchored in amazing possibilities"
"693","EVENING_ILOVE","I love being one with the Divine Intelligent Substance of the Universe"
"694","EVENING_ILOVE","I love being one with all living beings"
"695","EVENING_ILOVE","I love being the abundance I see around me"
"696","EVENING_ILOVE","I love the sound of my voice"
"697","EVENING_ILOVE","I love being so excited to be able to be"
"698","EVENING_ILOVE","I love being a source of good in the lives of others"
"699","EVENING_ILOVE","I love being proud"
"700","EVENING_ILOVE","I love being proud of my accomplishments"
"701","EVENING_ILOVE","I love being proud of the accomplishments of others"
"702","EVENING_ILOVE","I love being detached in a loving way"
"703","EVENING_ILOVE","I love being clever"
"704","EVENING_ILOVE","I love being ok right now as I am"
"705","EVENING_ILOVE","I love letting go, with love, of what no longer works for me"
"706","EVENING_ILOVE","I love being in perfect health"
"707","EVENING_ILOVE","I love being committed to my highest good"
"708","EVENING_ILOVE","I love being a living celebration"
"709","EVENING_ILOVE","I love being a spirit radiating joy from the tips of my toes to the tips of the hair on my head"
"710","EVENING_ILOVE","I love receiving answers to my prayers right now"
"711","EVENING_ILOVE","I love embracing and seeing the good in all things"
"712","EVENING_ILOVE","I love being optimistic"
"713","EVENING_ILOVE","I love being open to miracles"
"714","EVENING_ILOVE","I love being fully present to this version of now and all it has to offer"
"715","EVENING_ILOVE","I love being nourished and soul-fed by all the beauty around me"
"716","EVENING_ILOVE","I love being a magnet for joyful moments"
"717","EVENING_ILOVE","I love sailing in the Divine flow of the mighty Universal river of fulfilled wishes"
"718","EVENING_ILOVE","I love being the answer to a prayer of love"
"719","EVENING_ILOVE","I love living a rich and luxurious life"
"720","EVENING_ILOVE","I love being gratitude in action"
"721","EVENING_ILOVE","I love being cause and knowing my life is effect"
"722","EVENING_ILOVE","I love being aware of the Divine in all I see"
"723","EVENING_ILOVE","I love being aware of the Divine in the air that I breathe"
"724","EVENING_ILOVE","I love being aware in this moment right now"
"725","EVENING_ILOVE","I love being awareness personified"
"726","EVENING_ILOVE","I love being the I Am presence as me"
"727","EVENING_ILOVE","I love being the answer to someone's prayer"
"728","EVENING_ILOVE","I love being the purpose of my life"
"729","EVENING_ILOVE","I love being loved because I am"
"730","EVENING_ILOVE","I love being a seed that produces a most divine flower that unfolds as a most divine life"
